Movies,ReleaseYear,Genre,MovieType,Rating,StarsDirectors,Votes,RunTime(mins),Gross($)
Yosemite,2015,Drama,Regular,4.8,"James Franco, Everett Meckler, Alec Mansky, Calum John, Gabrielle Demeestere",830,80,10000.0
Je-3-ui Mae-ryeok,2018,"Comedy,Romance",Regular,6.3,"Seo Kang-Joon, Esom, Yun-ji Lee, Oh Yeong-Sil",253,75,100000.0
Sky Ladder: The Art of Cai Guo-Qiang,2016,Documentary,Regular,7.3,"Ian Buruma, Guo-Qiang Cai, Wen-You Cai, Wenhao Cai, Kevin Macdonald",1323,76,100000.0
Octonauts & the Great Barrier Reef,2020,"Animation,Action,Adventure",Regular,7.4,"Paul Buckley, Simon Foster, Teresa Gallagher, Simon Greenall, Blair Simmons",96,47,100000.0
Sarbath,2021,"Comedy,Drama",Regular,5.7,"Kathir, Soori, Rahasya Gorak, Ashvatt, Prabhakaran",217,112,100000.0
Root Cause,2019,Documentary,Regular,4.8,"Ben Purser, Kerith Atkinson, Oliver Bailey, Orlando Bailey, Frazer Bailey",1061,73,100000.0
Fangio: El hombre que domaba las máquinas,2020,"Documentary,Biography,Sport",Regular,6.8,"Fernando Alonso, Jackie Stewart, Mika Häkkinen, Alain Prost, Francisco Macri",1529,92,100000.0
Call Me Lucky,2015,"Documentary,Biography,Comedy",Regular,7.6,"Barry Crimmins, Jack Gallagher, Martin Olson, Steve Sweeney, Bobcat Goldthwait",2006,106,100000.0
#TemanTapiMenikah2,2020,"Biography,Comedy,Drama",Regular,6.9,"Adipati Dolken, Mawar Eva de Jongh, Vonny Cornellya, Sari Nila, Rako Prijanto",241,100,100000.0
Target,2018,"Comedy,Thriller",Regular,4.0,"Raditya Dika, Cinta Laura Kiehl, Samuel Rizal, Abdur Arsyad, Raditya Dika",443,93,100000.0
Bill Burr: Walk Your Way Out,2017,Comedy,Regular,7.3,"Bill Burr, Jay Karas",6625,77,100000.0
Chief Daddy,2018,Comedy,Regular,5.0,"Aiyeola Bisola, Dakore Egbuson, Funke Akindele, Zainab Balogun, Niyi Akinmolayan",220,99,100000.0
Creating the Queen's Gambit,2021,"Documentary,Short",Regular,6.9,"Gabriele Binder, Thomas Brodie-Sangster, Bill Camp, Scott Frank",440,14,100000.0
Love Steaks,2013,"Comedy,Drama,Romance",Regular,6.1,"Lana Cooper, Franz Rogowski, Kerstin Abendroth, Daniel Alznauer, Jakob Lass",1707,89,100000.0
Rhyme Time Town,2020,"Animation,Adventure,Comedy",Series,7.5,"Maddie Evans, Luke Amis, Teun Batenburg, Lotte Heijs",63,85,100000.0
Dig Two Graves,2014,"Drama,Horror,Mystery",Regular,5.7,"Ted Levine, Samantha Isler, Danny Goldring, Troy Ruptash, Hunter Adams",3102,85,100000.0
Bienvenidos a Edén,2021,"Action,Thriller",Series,7.5,"Amaia Aberasturi, Tomás Aguilera, Martí Atance, Albert Baró",971,68,100000.0
Schulz Saves America,2020,Comedy,Series,7.5,Andrew Schulz,971,68,100000.0
En passant pécho,2021,"Action,Comedy,Crime",Regular,4.5,"Hedi Bouchenafa, Julien Courbey, Vincent Desagnat, Bakary Diombera, Julien Hollande",522,99,100000.0
Las leyes de la termodinámica,2018,Comedy,Regular,6.1,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Mateo Gil",2580,100,100000.0
Kekkon dekinai otoko,2006,"Comedy,Drama",Series,7.6,"Hiroshi Abe, Takashi Tsukamoto, Mitsuko Kusabue, Rieko Miura",713,45,100000.0
The Last Heist,2016,"Action,Horror,Thriller",Regular,3.6,"Henry Rollins, Torrance Coombs, Victoria Pratt, Michael Aaron Milligan, Mike Mendez",2550,84,100000.0
Bright: Samurai Soul,2016,"Animation,Action,Adventure",Regular,7.3,Kyohei Ishiguro,1649,92,100000.0
I Called Him Morgan,2016,"Documentary,Drama,History",Regular,7.3,"Lee Morgan, Helen Morgan, Wayne Shorter, Larry Reni Thomas, Kasper Collin",1649,92,100000.0
The Magic Order,2015,"Action,Adventure,Drama",Series,6.3,Cameryn Colt,575,41,2830000.0
Paranormal Survivor,2015,Documentary,Series,6.3,"Morgan O'Dwyer, Amaliya Louis, Hannah Kelderman, Judy Malcolm",575,41,2830000.0
Shawn Mendes: In Wonder,2020,"Documentary,Music",Regular,6.6,"Shawn Mendes, Camila Cabello, Evan A. Dunn, Grant Singer",1814,83,2830000.0
Nailed It! Holiday!,2018,Reality-TV,Series,7.7,"Nicole Byer, Jacques Torres, Charity George, Jason Mantzoukas",941,31,2830000.0
Noura Rêve,2019,Drama,Regular,6.5,"Hind Sabri, Lotfi Abdelli, Hakim Boumsaoudi, Imen Cherif, Hinde Boujemaa",326,92,2830000.0
The Exorcism of Anna Ecklund,2016,Horror,Regular,2.5,"Lee Bane, Tiffany Ceri, Jeff Raggett, Judith Haley, Andrew Jones",1047,79,2830000.0
Free Rein: The Twelve Neighs of Christmas,2018,"Adventure,Comedy,Drama",Regular,6.5,"Jaylen Barron, Billy Angel, Manpreet Bambra, Celine Buckens, Marek Losey",2761,56,2830000.0
Lift Me Up,2015,Family,Regular,5.6,"Todd Cahoon, Sarah Frangenberg, Shane Harper, Jonny Jay, Mark Cartier",623,108,2830000.0
My Magic Pet Morphle,2019,"Animation,Adventure,Family",Series,4.9,"Sabrina Glow, Cassie Glow",57,43,2830000.0
Yummy Mummies,2017,Reality-TV,Series,4.1,no value,623,40,2830000.0
La dona il·legal,2020,Drama,Regular,6.1,"Daniel Faraldo, Isak Férriz, Yolanda Sey, Montse Germán, Ramon Térmens",147,119,2830000.0
Brené Brown: The Call to Courage,2019,"Documentary,Drama",Regular,7.7,"Brené Brown, Sandra Restrepo",1296,76,2830000.0
Qalb Ummuh,2018,Comedy,Regular,6.1,"Hesham Maged, Shikoo, Dalal Abdulaziz, Mahmoud Ellisy, Amr Salah",716,102,2830000.0
Desenterrando Sad Hill,2017,Documentary,Regular,7.4,"Ennio Morricone, James Hetfield, Joe Dante, Clint Eastwood, Guillermo de Oliveira",1454,86,2830000.0
Dashi Mannan Segye,2017,"Fantasy,Romance",Regular,7.4,"Sol-bin Ahn, Kwak Dong-yeon, Park Jin-Joo, Soo-Ho Shin",186,40,2830000.0
Khozhdenie po mukam,2017,Drama,Series,7.7,"Yulia Snigir, Anna Chipovskaya, Leonid Bichevin, Andrey Merzlikin",797,40,2830000.0
Rea(l)ove,2018,Reality-TV,Series,6.7,"Atsushi Tamura, Mari Yaguchi",156,40,2830000.0
(Un)Well,2020,Documentary,Series,6.4,Jennifer Julian,901,35,2830000.0
Oompa-Loompas,2019,"Drama,Fantasy,Romance",Regular,8.0,no value,105,35,2830000.0
"Good Bye, My Princess",2019,"Drama,Fantasy,Romance",Regular,8.0,"Xingxu Chen, Le Guan, Kai Jiang, Gallen Lo",105,35,2830000.0
Leobeulli Horeobeulli,2018,"Comedy,Drama,Horror",Regular,6.5,"Song Ji-Hyo, Shi-hoo Park, Jung Soon-won, Kim Young-woong",241,35,2830000.0
The Governor,2016,Drama,Series,7.3,"Caroline Chikezie, Samuel Abiola Robinson, Jude Chukwuka, Kunle Coker",91,95,2830000.0
3 Türken & ein Baby,2015,Comedy,Regular,5.5,"Kida Khodr Ramadan, Eko Fresh, Kostja Ullmann, Sabrina Klüber, Sinan Akkus",1646,95,2830000.0
Braxton Family Values,2011,"Biography,Comedy,Drama",Series,5.9,"Traci Braxton, Toni Braxton, Trina Braxton, Towanda Braxton",602,60,2830000.0
Incir Reçeli,2011,"Drama,Romance",Regular,6.5,"Sezai Paracikoglu, Melike Güner, Sinan Çaliskanoglu, Barbara Lourens, Aytaç Agirlar",12508,94,2830000.0
Father Soldier Son,2020,"Documentary,War",Regular,7.3,"Brian Eisch, Isaac Eisch, Joey Eisch, Roxanne Gregory",835,99,2830000.0
Alma,2021,"Drama,Horror,Mystery",Series,7.3,"Mireia Oriol, Álex Villazán, Pol Monen, Claudia Roset",1948,40,2830000.0
First Team: Juventus,2018,"Documentary,Reality-TV,Sport",Series,7.3,"D.B. Sweeney, Massimiliano Allegri, Andrea Barzagli, Mehdi Benatia",1948,40,2830000.0
The Day I Met El Chapo: The Kate Del Castillo Story,2017,"Documentary,Biography",Regular,6.9,"Kate del Castillo, Jessica Maldonado, Marianne Sauvage, Eric del Castillo",998,60,2830000.0
Daniel Spellbound,2022,"Animation,Action,Adventure",Series,7.8,"Alex Barima, Deven Christian Mack, Chantel Riley, Karn Kalra",2350,22,2830000.0
Tom Segura: Completely Normal,2014,"Documentary,Comedy",Regular,7.8,"Tom Segura, Jay Chapman",2350,74,2830000.0
Home Game,2020,"Documentary,Sport",Series,7.1,"Mark Strong, Guyga, Riccardo Lo Bue, Melis Murataliyev",734,36,2830000.0
The Gospel of John,2014,Drama,Regular,7.7,"David Harewood, Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, David Batty",779,160,2830000.0
Den osynlige,2002,"Drama,Fantasy,Thriller",Regular,6.4,"Gustaf Skarsgård, Tuva Novotny, Li Brådhe, Thomas Hedengran",3078,101,2830000.0
Las Muñecas de la Mafia (II),2009,Action,Series,6.9,"Amparo Grisales, Roger Moreno, Franklin Gutiérrez, Felipe Bernedette",18,72,2830000.0
Iliza: Elder Millennial,2018,Comedy,Regular,7.2,"Hunter Hill, Iliza Shlesinger, Steve Paley",3660,72,2830000.0
The Devil Punisher,2020,"Fantasy,Mystery,Romance",Series,5.9,"Anson Chen, Issac Yiu, Roy Chang, Bor-Jeng Chen",119,68,2830000.0
Jaadugar,2021,"Comedy,Drama,Romance",Regular,5.7,"Jitendra Kumar, Javed Jaffrey, Arushi Sharma, Tiwari Yadeep, Sameer Saxena",1475,187,2830000.0
La Tarotista,2021,"Short,Comedy,Talk-Show",Regular,7.6,"Yolanda Ramos, Omar Ayuso, Martina Cariddi, Mario Casas, Martina Hache",12,112,2830000.0
Signal,2018,Crime,Series,6.6,"Kentarô Sakaguchi, Michiko Kichise, Kazuki Kitamura, Kaede Aono",175,112,2830000.0
Dügün Dernek 2: Sünnet,2015,Comedy,Regular,6.3,"Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Selçuk Aydemir",9757,112,2830000.0
Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits,2017,Comedy,Regular,8.0,"Dave Chappelle, Morgan Freeman, Stan Lathan",10322,66,2830000.0
Bobby Kennedy for President,2018,"Documentary,Biography,Drama",Regular,8.2,"Peter Edelman, Paul Schrade, William Arnone, Harry Belafonte",1601,245,2830000.0
Upstarts,2019,Drama,Regular,6.7,"Naved Aslam, Sandeep Bhardwaj, Ranjit Deval, Mrinal Dutt, Udai Singh Pawar",758,112,2830000.0
A Scandall,2016,Thriller,Regular,3.1,"Johnny Baweja, Reeth Mazumder-Roberts, Manav Kaul, Puru Chibber, Ishaan Trivedi",146,112,2830000.0
Eric Andre: Legalize Everything,2020,Comedy,Regular,6.2,"Eric André, Eric Notarnicola",2246,51,2830000.0
Madre,2016,"Drama,Horror,Thriller",Regular,5.6,"Daniela Ramírez, Cristobal Tapia Montt, Aida Jabolin, Matías Bassi, Aaron Burns",1463,95,2830000.0
Sin hijos,2020,"Comedy,Romance",Regular,5.1,"Alfonso Dosal, Regina Blandón, Francesca Mercadante, Jorge Muñiz, Roberto Fiesco",428,95,2830000.0
Pasta,2010,"Comedy,Drama,Romance",Series,7.7,"Kong Hyo-Jin, Sun-kyun Lee, Lee Hanee, Alex Chu",729,52,2830000.0
Sakho & Mangane,2019,"Action,Mystery",Series,6.4,"Issaka Sawadogo, Yann Gael, Christiane Dumont, Christophe Guybet",115,52,2830000.0
Canine Intervention,2021,"Documentary,Reality-TV",Series,6.5,Jasalah Leverette,803,101,2830000.0
The Fluffy Movie: Unity Through Laughter,2014,"Documentary,Comedy",Regular,7.3,"Gabriel Iglesias, Jacqueline Obradors, Gina Brillon, Alfred Robles",3726,101,2830000.0
Bad Boy,2020,"Action,Crime,Drama",Regular,3.8,"Antoni Królikowski, Maciej Stuhr, Katarzyna Zawadzka, Andrzej Grabowski, Patryk Vega",893,135,90000.0
Çok Filim Hareketler Bunlar,2010,Comedy,Regular,4.4,"Gülsüm Alkan, Ibrahim Büyükak, Emre Canpolat, Murat Eken, Ozan Açiktan",4598,134,90000.0
Don-kkot,2017,Drama,Series,6.8,"Seung-jo Jang, So-hee Han, Ki-Won Nam, Sang-woo Chae",245,3,90000.0
Suzumiya Haruhi chan no yûutsu,2009,"Animation,Comedy",Regular,6.7,"Minori Chihara, Yûko Gotô, Aya Hirano, Tomokazu Sugita",396,3,90000.0
"Los Briceño, una familia todo terreno",2019,Drama,Series,7.9,"Camilo Amores, Melisa Bermudez, Felipe Bernedette, Linda Lucía Callejas",118,46,90000.0
Dollar,2019,"Action,Drama,Romance",Regular,6.7,"Amel Bouchoucha, Adel Karam, Jarrod Pistilli, Abigail Boucher",549,16,90000.0
Les gars sûrs,2022,"Action,Comedy",Regular,6.4,"Omar Sy, Laurent Lafitte, Izïa Higelin, Dimitri Storoge, Louis Leterrier",1357,16,90000.0
John Was Trying to Contact Aliens,2020,"Documentary,Short,Biography",Regular,6.4,"John Shepherd, John Litrenta, Matthew Killip",1357,16,90000.0
Incerta glòria,2017,Drama,Regular,6.2,"Marcel Borràs, Núria Prims, Oriol Pla, Bruna Cusí, Agustí Villaronga",891,115,90000.0
The Last Will and Testament of Charles Abernathy,2021,Thriller,Regular,4.4,"Rachel Nichols, Peyton List, Bob Gunton, David Walton, Alejandro Brugués",864,60,90000.0
Meenakshi Sundareshwar,2021,"Comedy,Romance",Regular,4.4,"Sanya Malhotra, Abhimanyu Dasani, Trishaan, Ritika Shrotri, Vivek Soni",864,60,90000.0
100% Hotter,2016,Reality-TV,Series,4.4,"Daniel Palmer, Melissa Sophia, Karen Williams, Zoe Hardman",864,60,90000.0
The Haunted House: The Secret of the 'Ghost Ball',2016,"Animation,Adventure,Comedy",Series,8.4,"Megan Baldrey, Brianna Johnston, Anna Barker, Nikki Rae Hallow",55,108,90000.0
Corazón loco,2020,Comedy,Regular,5.2,"Soledad Villamil, Adrián Suar, Gabriela Toscano, Alan Sabbagh, Marcos Carnevale",1220,108,90000.0
Tig,2015,Documentary,Regular,7.4,"Stephanie Allynne, Zach Galifianakis, Sarah Silverman, Jennifer Bliss",2505,95,90000.0
Der Wixxer,2004,"Comedy,Crime,Mystery",Regular,6.2,"Oliver Kalkofe, Bastian Pastewka, Thomas Fritsch, Tanja Wenzel, Tobi Baumann",8211,85,90000.0
Pororo the Little Penguin,2003,"Animation,Family",Series,6.0,"So-yeong Hong, Goo Ja-Hyeong, Hwan Chin Kim, Mi Ja Lee",67,23,90000.0
Ryuuou no Oshigoto!,2018,Animation,Regular,6.0,"Yuma Uchida, Rina Hidaka, Hisako Kanemoto, Ayane Sakura",101,23,90000.0
Le voyage au Groenland,2016,"Comedy,Drama",Regular,6.4,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Sébastien Betbeder",1209,98,90000.0
Trevor Noah: Afraid of the Dark,2017,Comedy,Regular,7.3,"Trevor Noah, David Paul Meyer",4839,67,90000.0
C'est quoi cette famille?!,2016,Comedy,Regular,6.2,"Julie Gayet, Thierry Neuvic, Julie Depardieu, Lucien Jean-Baptiste, Gabriel Julien-Laferrière",1025,99,90000.0
Zwaar verliefd!,2018,Comedy,Regular,5.8,"Barbara Sloesen, Jim Bakkum, Liza Sips, Abbey Hoes, Jamel Aattache",737,86,90000.0
"Breakfast, Lunch & Dinner",2019,Documentary,Series,6.8,"David Chang, John Legend, Kate McKinnon, Seth Rogen",933,43,90000.0
Secret Agent Selection: WW2,2018,"Documentary,History",Regular,7.7,"Douglas Henshall, Debbey Clitheroe, Robert Copsey, William Beresford Davies",493,60,90000.0
Metamorphosis,2019,Drama,Regular,7.0,"Gold Azeron, Iana Bernardez, Dylan Ray Talon, Ricky Davao, J.E. Tiglao",40,98,90000.0
Hans Zimmer: Live in Prague,2017,"Documentary,Music",Regular,9.1,"Hans Zimmer, Yolanda Charles, Michael Einziger, Nick Glennie-Smith, Tim Van Someren",2472,150,90000.0
InMates,2017,Comedy,Series,6.6,"Ashish Verma, Mukti Mohan, Raghav Raj Kakker, Kashyap Kapoor",1200,25,90000.0
Calum Von Moger: Unbroken,2019,Documentary,Regular,6.2,"Michael B. Banffy, Chris Bumstead, Anthony Calligeros, Parker Egerton, Vlad Yudin",749,95,90000.0
Doble Kara,2015,"Comedy,Crime,Drama",Series,9.1,"Mylene Dizon, Julia Montes, Carmina Villaroel, Bernard Carritero",12,108,90000.0
Sneekweek,2016,"Comedy,Thriller",Regular,4.6,"Carolien Spoor, Jelle de Jong, Jord Knotter, Holly Mae Brood, Martijn Heijne",1210,108,90000.0
Internet Famous,2016,Comedy,Regular,3.6,"Shane Dawson, Steve Greene, Wendy McColm, Amanda Cerny, Michael J. Gallagher",1139,87,90000.0
Charlie's Colorforms City,2019,Family,Series,7.1,"Jacob Soley, Saara Chaudry, Tyler Barish, Elliot Kelly",122,104,90000.0
Küçük Esnaf,2016,"Action,Adventure,Comedy",Regular,5.6,"Ibrahim Büyükak, Zeynep Kocak, Gupse Ozay, Cengiz Bozkurt, Bedran Güzel",3853,104,90000.0
Hard Cell,2022,"Documentary,Comedy",Series,7.4,"Christian Brassington, Lorna Brown, Caroline Harding, Jola Olajide",557,117,90000.0
Mariposa,2020,"Comedy,Drama,Romance",Regular,7.4,"Angga Yunanda, Adhisty Zara, Dannia Salsabila, Abun Sungkar, Fajar Bustomi",557,117,90000.0
Érase una vez... pero ya no,2019,"Comedy,Musical",Regular,7.2,"Asier Etxeandia, Rossy de Palma, Daniela Vega, Mariana Treviño",3157,64,90000.0
Anthony Jeselnik: Fire in the Maternity Ward,2019,Comedy,Regular,7.2,"Anthony Jeselnik, Marcus Raboy",3157,64,90000.0
Choegoui Sarang,2011,"Comedy,Drama,Romance",Regular,7.8,"Seung-Won Cha, Kong Hyo-Jin, Gyo-jin In, Yoo In-Na",975,24,90000.0
Saborîman Kantarô,2017,"Adventure,Comedy,Drama",Series,7.5,"Matsuya Onoe, Ren Ishikawa, Sarutoki Minagawa, Hiroyuki Onoue",710,24,90000.0
Sensei wo Kesu Houteishiki,2020,"Mystery,Thriller",Regular,4.8,"Ikuho Akiya, Riko Kawase, Sayu Kubota, Marika Matsumoto",42,24,90000.0
Operation Ouch!,2012,"Documentary,Animation,Comedy",Series,7.6,"Chris van Tulleken, Xand van Tulleken, Richard Townsley, Lucy O'Byrne",107,28,90000.0
Twogether,2020,Reality-TV,Series,8.5,"Jasper Liu, Lee Seung-gi",344,91,90000.0
Cash Only,2015,"Crime,Drama,Thriller",Regular,6.1,"Nickola Shreli, Brandon Trammer, Stivi Paskoski, Danijela Stajnfeld, Malik Bader",1194,91,90000.0
Serial Killer with Piers Morgan,2017,"Documentary,Crime",Series,3.8,"Piers Morgan, Lorenzo Gilyard, Alejandro Henriquez, Dawn Knox",1314,45,90000.0
Brian Regan: On the Rocks,2021,Comedy,Regular,6.9,"Brian Regan, Elliot Schiff, Troy Miller",493,58,90000.0
The American Meme,2018,Documentary,Regular,6.6,"Kirill Bichutsky, Hailey Bieber, Amanda Cerny, Dane Cook, Bert Marcus",10882,98,90000.0
Legend Quest,2017,"Animation,Adventure,Comedy",Regular,7.4,"Johnny Rose, Annemarie Blanco, Oscar Cheda, Paul Tei",411,45,90000.0
Joanna Lumley's Silk Road Adventure,2018,Documentary,Regular,8.2,Joanna Lumley,221,45,90000.0
He Who Dares,2014,"Action,Crime,Thriller",Regular,3.1,"Tom Benedict Knight, Simon Phillips, Christina Bellavia, Ewan Ross, Paul Tanter",983,82,90000.0
Namaste Wahala,2021,"Drama,Romance",Regular,5.1,"Ini Dima Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Hamisha Daryani Ahuja",890,106,90000.0
Patron Mutlu Son Istiyor,2014,"Comedy,Romance",Regular,6.1,"Tolga Çevik, Ezgi Mola, Murat Basoglu, Erkan Can, Kivanç Baruönü",6542,109,90000.0
Le Coup de Foudre,2019,"Comedy,Romance",Series,8.2,"Ge An, Li Ma, Jampa Tseten, Yutong Xie",205,45,90000.0
La grande classe,2019,Comedy,Regular,5.3,"Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet",1089,83,90000.0
Den man älskar,2007,Drama,Regular,6.2,"Sofia Ledarp, Jonas Karlsson, Rolf Lassgård, Isa Aouifia, Åke Sandgren",511,92,90000.0
Piggy Tales,2014,"Animation,Adventure,Comedy",Series,7.2,"Antti Pääkkönen, Antti Pääkkönen, Douglas Black Heaton",110,1,90000.0
Kevin Hart's Guide to Black History,2019,Comedy,Regular,5.5,"Steve Agee, Derek Basco, Brad Berryhill, Kirk Bovill, Tom Stern",1257,62,90000.0
Terrorism Close Calls,2018,Documentary,Series,5.2,"Dylan Berry, David Bitkower, Don Borelli, Richard Frankel",595,50,90000.0
Kalushi: The Story of Solomon Mahlangu,2016,"Biography,Drama,Thriller",Regular,6.5,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Mandla Dube",268,107,90000.0
Lady-Like,2017,"Comedy,Romance",Regular,4.8,"Stephanie Simbari, Olivia Luccardi, Sarah Moliski, Corinne Mestemacher, Brent Craft",3069,82,90000.0
VeggieTales in the House,2014,"Animation,Short,Adventure",Series,4.4,"Phil Vischer, Mike Nawrocki, Tress MacNeille, Rob Paulsen",280,89,90000.0
Dolphin Kick,2019,Adventure,Regular,4.4,"Axle McCoy, Tyler Jade Nixon, Travis McCoy, DeVaughn Gow, Philip Marlatt",294,89,90000.0
My Little Pony: Equestria Girls - Friendship Games,2015,"Animation,Family,Fantasy",Regular,6.6,"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman",1659,72,90000.0
The Larva Island Movie,2020,"Animation,Adventure,Comedy",Regular,5.1,"Hong Bum-ki, Kang Shi Hyun, Eddy Lee, Byoung-Wook Ahn",541,89,90000.0
Ladronas de Almas,2015,Horror,Regular,5.0,"Sofía Sisniega, Natasha Dupeyrón, Ana Sofía Durán, Ricardo Dalmacci, Juan Antonio de la Riva",252,88,90000.0
Singapore Social,2019,Reality-TV,Series,5.1,"Sukki Singapora, Paul Foster, Nicole Ong, Vinny Sharpe",1749,97,90000.0
Grass Is Greener,2019,Documentary,Regular,7.1,"B-Real, Steven Hager, Damian Marley, Snoop Dogg, Fab 5 Freddy",1178,97,90000.0
Guru-Guru Gokil,2020,"Comedy,Drama",Regular,6.2,"Gading Marten, Boris Bokir, Kevin Ardillova, Ibnu Jamil, Sammaria Simanjuntak",367,101,90000.0
Skytten,2013,"Crime,Drama,Thriller",Regular,5.5,"Trine Dyrholm, Kim Bodnia, Kristian Halken, Nikolaj Lie Kaas, Annette K. Olesen",1611,90,90000.0
Anthony Jeselnik: Thoughts and Prayers,2015,Comedy,Regular,7.8,"Anthony Jeselnik, Peggy, Adam Dubin",4734,59,90000.0
ReMastered: Devil at the Crossroads,2019,"Documentary,Biography",Regular,7.0,"Terry Harmonica Bean, Rory Block, Yvonne Chireau, Eric Clapton, Brian Oakes",2452,48,90000.0
Surviving Summer,2022,Drama,Series,4.1,"Sky Katz, Kai Lewins, Savannah La Rain, Joao Marinho",870,79,90000.0
The Dorm,2014,Horror,Regular,4.1,"Alexis Knapp, Cassie Steele, Max Lloyd-Jones, Rami Kahlon, Rachel Talalay",870,79,90000.0
Louis C.K. 2017,2017,Comedy,Regular,7.6,"Louis C.K., Joe List, Louis C.K.",9563,74,90000.0
Oh Yuck!,2017,Family,Regular,7.4,"Kayne Tremills, Nia Roam, David Collins, Shane Dundas",30,101,90000.0
De verbouwing,2012,"Drama,Thriller",Regular,6.0,"Tjitske Reidinga, Mark Rietman, Nanette Drazic, Terence Schreurs, Will Koopman",1323,101,90000.0
Krishna and His Leela,2020,"Comedy,Romance",Regular,5.4,"Sidhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Ravikanth Perepu",1349,125,90000.0
Hibana,2016,Drama,Regular,7.8,"Kento Hayashi, Kazuki Namioka, Masao Yoshii, Nahana",678,60,90000.0
The Warriors,2021,"Action,Adventure,Crime",Series,7.0,no value,1428,96,90000.0
DeadEndia,2021,"Animation,Adventure,Comedy",Series,7.0,"Zach Barack, Alex Brightman, Kody Kavitha, Kathreen Khavari",1428,96,90000.0
Zinzana,2015,"Crime,Drama,Thriller",Regular,7.0,"Ali Suliman, Omar Abdulhamid, Abdalla Bu Abed, Ahd, Majid Al Ansari",1428,96,90000.0
Tom Segura: Mostly Stories,2016,Comedy,Regular,7.6,"Gabriel G. Alvarez, I. Elijah Baughman, Brandon Brown, Davis Choh",3199,73,90000.0
King's Faith,2013,Drama,Regular,6.4,"Crawford Wilson, Lynn Whitfield, James McDaniel, Kayla Compton, Nicholas DiBella",744,108,90000.0
De ce eu?,2015,"Drama,Thriller",Regular,7.5,"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Tudor Giurgiu",2340,125,10000.0
Bridegroom,2013,Documentary,Regular,8.0,"Cindy Bitney, David Crone, Jessica Mitchell, Lizzy Mohl, Linda Bloodworth-Thomason",4446,80,10000.0
Life Overtakes Me,2019,"Documentary,Short",Regular,6.5,"Henry Ascher, Nadja Hatem, Mikael Billing, Karl Sallin",1755,39,10000.0
ÜberWeihnachten,2020,"Comedy,Drama,Romance",Regular,6.7,"Luke Mockridge, Seyneb Saleh, Cristina do Rego, Lucas Reiber",1700,48,10000.0
